"","species","lon","lat","uncertainty","date","year","month"
"477","Richea continentis",146.3167,-37.8333,10000,"1974-02-21",1974,2
"478","Richea continentis",148.2686111,-36.4608333,100,"2010-02-17",2010,2
"479","Richea continentis",148.8676526328,-35.4819828966,10000,"1897-02-01",1897,2
"480","Richea continentis",147.2725,-36.8811,15,"1999-02-26",1999,2
"481","Richea continentis",146.2793,-37.8339,100,"2011-02-01",2011,2
"482","Richea continentis",148.27,-36.45,2000,"1901-02-01",1901,2
"483","Richea continentis",148.484563239,-36.031784584,10000,"1952-02-01",1952,2
"484","Richea continentis",146.2953,-37.8209,100,"2011-02-01",2011,2
"485","Richea continentis",148.41958828,-36.18414624,5,"2017-02-03",2017,2
"486","Richea continentis",146.35,-37.7833333333,NA,"1978-02-12",1978,2
"487","Richea continentis",146.75,-36.7667,10000,"1973-02-27",1973,2
"488","Richea continentis",147.2666666667,-36.9,25000,"2005-02-24",2005,2
"489","Richea continentis",148.435610512,-36.214488193,5,"2015-02-20",2015,2
"490","Richea continentis",148.3788571,-36.4217531,10,"2004-02-09",2004,2
"491","Richea continentis",148.0319,-37.1052,15,"1982-02-01",1982,2
"492","Richea continentis",146.28333,-37.83333,10000,"1972-02-05",1972,2
"493","Richea continentis",148.400610594,-36.430326388,50,"2010-02-01",2010,2
"494","Richea continentis",148.4117,-36.3753,2000,"1960-02-26",1960,2
"495","Richea continentis",145.8753,-37.4788,100,"2011-02-01",2011,2
"496","Richea continentis",147.1755,-36.9977,15,"1999-02-12",1999,2
"497","Richea continentis",148.267907494,-36.448454682,2000,"1890-02-01",1890,2
"498","Richea continentis",148.265777778,-36.462083332,10,"2004-02-11",2004,2
"499","Richea continentis",146.2785,-37.8343,100,"2011-02-01",2011,2
"500","Richea continentis",147.9791,-37.1441,15,"1982-02-01",1982,2
"501","Richea continentis",148.419572713,-36.18451603,5,"2017-02-03",2017,2
"502","Richea continentis",145.8906,-37.4842,100,"2011-02-01",2011,2
"503","Richea continentis",148.501226264,-35.865116912,25000,"1897-02-01",1897,2
"504","Richea continentis",148.47360345,-36.09762727,5,"2017-02-03",2017,2
"505","Richea continentis",146.8,-36.75,10000,"1975-02-13",1975,2
"506","Richea continentis",148.48,-36.03,10000,"1952-02-01",1952,2
"507","Richea continentis",148.267907494,-36.448454682,2000,"1901-02-01",1901,2
"508","Richea continentis",145.872,-37.48,100,"2011-02-01",2011,2
"509","Richea continentis",148.7678,-35.5294,2000,"1952-02-08",1952,2
"510","Richea continentis",147.1911,-36.9102,15,"1983-02-01",1983,2
"511","Richea continentis",146.318,-37.865,1000,"1980-02-01",1980,2
"512","Richea continentis",146.282,-37.837,100,"2011-02-01",2011,2
"513","Richea continentis",148.369,-36.302,10,"2004-02-09",2004,2
"514","Richea continentis",148.77,-35.57,5000,"1963-02-27",1963,2
"515","Richea continentis",148.453218524,-35.535195455,5,"2013-02-19",2013,2
"516","Richea continentis",148.418046629,-36.287870186,5,"2017-02-02",2017,2
"517","Richea continentis",148.3894,-36.4205,10,"2004-02-11",2004,2
"518","Richea continentis",148.460891101,-36.200434717,5,"2015-02-20",2015,2
"519","Richea continentis",147.2769,-36.8644,15,"2000-02-23",2000,2
"520","Richea continentis",148.1358,-36.6733,15,"1982-02-01",1982,2
"521","Richea continentis",148.0997,-36.6983,15,"1982-02-01",1982,2
"522","Richea continentis",146.4941,-37.1411,500,"2009-02-27",2009,2
"523","Richea continentis",148.167910072,-36.498455873,2000,"1974-02-26",1974,2
"524","Richea continentis",148.3460101,-36.4117447,5,"2019-02-26",2019,2
"525","Richea continentis",148.27,-36.45,2000,"1928-02-01",1928,2
"526","Richea continentis",147.2194,-36.8805,15,"1987-02-01",1987,2
"527","Richea continentis",145.8798,-37.4872,100,"2011-02-01",2011,2
"528","Richea continentis",146.7894,-36.7383,300,"2005-02-25",2005,2
"529","Richea continentis",148.399,-36.336,10,"2004-02-09",2004,2
"530","Richea continentis",147.2833,-36.8333,1000,"1993-02-26",1993,2
"531","Richea continentis",148.7822,-35.5214,50,"2013-02-20",2013,2
"532","Richea continentis",148.0847,-37.0483,500,"1973-02-13",1973,2
"533","Richea continentis",147.2667,-36.9,3000,"1946-02-11",1946,2
"534","Richea continentis",148.300937,-36.448577,1000,"1985-02-06",1985,2
"535","Richea continentis",148.390023524,-36.417114082,10,"2004-02-11",2004,2
"536","Richea continentis",148.2666666667,-36.45,NA,"1957-02-25",1957,2
"537","Richea continentis",148.27019246,-36.44114297,10,"2004-02-10",2004,2
"538","Richea continentis",148.799718371,-35.706742633,100,"1988-02-11",1988,2
"539","Richea continentis",148.3913,-36.4002,15,"2000-02-08",2000,2
"540","Richea continentis",145.8799,-37.4868,100,"2011-02-01",2011,2
"541","Richea continentis",148.27,-36.45,2000,"1940-02-03",1940,2
"542","Richea continentis",148.0291,-37.1094,15,"1982-02-01",1982,2
"543","Richea continentis",148.3758,-36.378,16,"1975-02-01",1975,2
"544","Richea continentis",146.8208,-37.5316,15,"1978-02-01",1978,2
"545","Richea continentis",148.339956666,-36.42546845,5,"2019-02-26",2019,2
"546","Richea continentis",148.398053873,-36.381766054,10,"2011-02-12",2011,2
"547","Richea continentis",147.2777,-36.8644,15,"2000-02-23",2000,2
"548","Richea continentis",146.2902,-37.8304,100,"2011-02-01",2011,2
"549","Richea continentis",145.867651,-37.481933,10000,"1943-02-06",1943,2
"550","Richea continentis",148.55,-36.65,NA,"1985-02-07",1985,2
"551","Richea continentis",146.434313,-37.815264,1000,"1989-02-08",1989,2
"552","Richea continentis",146.2766,-37.8294,100,"2011-02-01",2011,2
"553","Richea continentis",146.7887,-36.7684,50,"1998-02-06",1998,2
"554","Richea continentis",146.7955,-36.7586,300,"2005-02-28",2005,2
"555","Richea continentis",147.2833,-36.8833,10000,"1958-02-02",1958,2
"556","Richea continentis",148.397175478,-36.206370096,5,"2015-02-20",2015,2
"557","Richea continentis",146.294,-37.822,100,"2011-02-01",2011,2
"558","Richea continentis",147.3167,-36.8778,1000,"1994-02-01",1994,2
"559","Richea continentis",148.2659815462,-36.4549487402,4,"2019-02-14",2019,2
"560","Richea continentis",146.318,-37.865,1000,"1981-02-01",1981,2
"561","Richea continentis",148.3222222222,-36.4423611111,50,"2008-02-22",2008,2
"562","Richea continentis",146.3,-37.82,15,"1998-03-17",1998,3
"563","Richea continentis",147.2488,-36.8852,15,"1997-03-22",1997,3
"564","Richea continentis",148.4036,-36.1239,5,"2017-03-01",2017,3
"565","Richea continentis",146.7642,-36.7358,100,"2005-03-10",2005,3
"566","Richea continentis",146.278,-37.831,15,"1998-03-17",1998,3
"567","Richea continentis",146.299,-37.823,15,"1998-03-17",1998,3
"568","Richea continentis",146.3244,-37.8575,15,"1998-03-18",1998,3
"569","Richea continentis",148.3586,-36.4317,50,"2013-03-06",2013,3
"570","Richea continentis",146.2691,-37.8361,15,"1996-03-25",1996,3
"571","Richea continentis",148.3583,-36.4306,50,"2009-03-13",2009,3
"572","Richea continentis",148.2708,-36.4486,50,"2010-03-15",2010,3
"573","Richea continentis",146.85,-37.5,25000,"1861-03-01",1861,3
"574","Richea continentis",148.2708333,-36.4486111,100,"2010-03-15",2010,3
"575","Richea continentis",148.4036,-36.1239,5,"2017-03-01",2017,3
"576","Richea continentis",147.3199,-36.8902,20,"2015-03-17",2015,3
"577","Richea continentis",148.384569864,-36.298453136,2000,"1974-03-20",1974,3
"578","Richea continentis",146.2919,-37.8286,15,"1998-03-17",1998,3
"579","Richea continentis",147.2447,-36.8936,3,"2015-03-17",2015,3
"580","Richea continentis",146.2547,-37.8358,15,"1996-03-19",1996,3
"581","Richea continentis",147.3361,-36.8525,15,"1981-03-01",1981,3
"582","Richea continentis",147.2827,-36.8836,500,"2005-03-31",2005,3
"583","Richea continentis",146.7642,-36.7358,100,"2008-03-01",2008,3
"584","Richea continentis",148.784546611,-35.515112231,5000,"1972-03-21",1972,3
"585","Richea continentis",148.401236576,-36.315119705,1667,"1988-03-02",1988,3
"586","Richea continentis",148.3586,-36.4317,50,"2013-03-06",2013,3
"587","Richea continentis",147.32,-36.89,5,"2015-03-17",2015,3
"588","Richea continentis",146.318,-37.865,1000,"1980-03-01",1980,3
"589","Richea continentis",148.319080284,-36.420586921,10,"2004-03-03",2004,3
"590","Richea continentis",146.2575,-37.8358,15,"1996-03-19",1996,3
"591","Richea continentis",146.268,-37.82,15,"1998-03-19",1998,3
"592","Richea continentis",148.3111111,-36.4461111,100,"2010-03-17",2010,3
"593","Richea continentis",145.9375,-37.5344,15,"1979-03-01",1979,3
"594","Richea continentis",146.7642,-36.7358,100,"2011-03-01",2011,3
"595","Richea continentis",146.2733,-37.8472,15,"1996-03-25",1996,3
"596","Richea continentis",148.7814,-35.5219,50,"2014-03-05",2014,3
"597","Richea continentis",148.327211642,-36.3905719,5,"2013-03-19",2013,3
"598","Richea continentis",146.75,-36.7667,10000,"1910-03-01",1910,3
"599","Richea continentis",148.281666581,-36.447223132,50,"2008-03-05",2008,3
"600","Richea continentis",146.7642,-36.7358,100,"2005-03-10",2005,3
"601","Richea continentis",148.3,-36.2833,1000,"1980-03-21",1980,3
"602","Richea continentis",148.4,-36.32,NA,"1988-03-02",1988,3
"603","Richea continentis",148.3583,-36.4306,50,"2009-03-13",2009,3
"604","Richea continentis",147.268,-36.882,1000,"1999-03-31",1999,3
"605","Richea continentis",148.27,-36.45,25000,"1949-03-09",1949,3
"606","Richea continentis",148.3583,-36.4306,50,"2009-03-13",2009,3
"607","Richea continentis",146.2752,-37.8358,15,"1996-03-26",1996,3
"608","Richea continentis",148.3,-36.2833,1000,"1980-03-21",1980,3
"609","Richea continentis",147.1755,-36.9977,500,"2006-03-22",2006,3
"610","Richea continentis",148.3,-36.2833,1000,"1980-03-21",1980,3
"611","Richea continentis",147.1502,-36.9647,15,"1996-03-09",1996,3
"612","Richea continentis",148.3111,-36.4461,50,"2010-03-17",2010,3
"613","Richea continentis",148.7833,-35.5167,3000,"1972-03-21",1972,3
"614","Richea continentis",146.7642,-36.7358,100,"2008-03-01",2008,3
"615","Richea continentis",148.2817,-36.4472,100,"2008-03-05",2008,3
"616","Richea continentis",146.7786,-36.7613,300,"2005-03-01",2005,3
"617","Richea continentis",147.2511,-36.8863,15,"1997-03-22",1997,3
"618","Richea continentis",148.32794,-36.4321099991,5,"2011-03-31",2011,3
"619","Richea continentis",148.32794,-36.43211,5,"2011-03-31",2011,3
"620","Richea continentis",148.7889,-35.5592,3000,"1947-03-08",1947,3
"621","Richea continentis",146.7642,-36.7358,100,"2008-03-01",2008,3
"622","Richea continentis",146.3191,-37.8497,15,"1998-03-18",1998,3
"623","Richea continentis",147.2469,-36.8841,15,"1997-03-22",1997,3
"624","Richea continentis",148.2680555556,-36.5111111111,NA,"2020-03-22",2020,3
"625","Richea continentis",146.7642,-36.7358,100,"2008-03-01",2008,3
"626","Richea continentis",147.268,-36.882,1000,"1999-03-30",1999,3
"627","Richea continentis",148.3542,-36.4267,50,"2013-03-04",2013,3
"628","Richea continentis",146.2536,-37.7919,15,"1996-03-23",1996,3
"629","Richea continentis",146.2808,-37.8377,15,"1996-03-26",1996,3
"630","Richea continentis",146.2569,-37.8358,15,"1996-03-19",1996,3
"631","Richea continentis",148.348814204,-36.358616396,5,"2013-03-19",2013,3
"632","Richea continentis",148.7814,-35.5219,50,"2014-03-05",2014,3
"633","Richea continentis",147.269,-36.88,3,"2014-03-13",2014,3
"634","Richea continentis",147.168,-37.098,500,"1973-03-21",1973,3
"635","Richea continentis",148.35006782,-36.35892676,5,"2013-03-19",2013,3
"636","Richea continentis",146.2778,-37.8417,1000,"2009-03-25",2009,3
"637","Richea continentis",147.3199,-36.8902,20,"2015-03-17",2015,3
"638","Richea continentis",146.3191,-37.8233,15,"1992-03-20",1992,3
"639","Richea continentis",147.3199,-36.8902,20,"2015-03-17",2015,3
"640","Richea continentis",146.2688,-37.8366,15,"1996-03-25",1996,3
"641","Richea continentis",148.3,-36.2833,1000,"1980-03-21",1980,3
"642","Richea continentis",148.413886938,-36.404470988,100,"2013-03-07",2013,3
"643","Richea continentis",148.3,-36.2833,1000,"1980-03-21",1980,3
"644","Richea continentis",148.343239933,-36.533245677,5,"2013-03-20",2013,3
"645","Richea continentis",146.322,-37.833,15,"1992-03-20",1992,3
"646","Richea continentis",146.2916666667,-37.8291666667,50,"2015-03-04",2015,3
"647","Richea continentis",146.2627,-37.8383,15,"1996-03-19",1996,3
"648","Richea continentis",148.3586,-36.43,50,"2010-03-17",2010,3
"649","Richea continentis",148.302830972,-36.528204217,5,"2013-03-20",2013,3
"650","Richea continentis",148.267907494,-36.448454682,25000,"1949-03-09",1949,3
"651","Richea continentis",146.2919,-37.8294,15,"1997-03-20",1997,3
"652","Richea continentis",147.2691,-36.8799,20,"2015-03-17",2015,3
"653","Richea continentis",146.2797,-37.8327,15,"1997-03-20",1997,3
"654","Richea continentis",145.912927,-37.423599,1000,"1996-03-15",1996,3
"655","Richea continentis",146.7642,-36.7358,100,"2008-03-01",2008,3
"656","Richea continentis",148.2817,-36.4472,100,"2008-03-05",2008,3
"657","Richea continentis",148.2817,-36.4472,100,"2008-03-05",2008,3
"658","Richea continentis",148.3583,-36.4306,50,"2009-03-13",2009,3
"659","Richea continentis",146.2566,-37.8358,15,"1996-03-19",1996,3
"660","Richea continentis",146.2333,-37.7788,15,"1999-03-05",1999,3
"661","Richea continentis",148.38,-36.3,2000,"1974-03-20",1974,3
"662","Richea continentis",148.3586,-36.4317,50,"2013-03-06",2013,3
"663","Richea continentis",148.786771545,-35.65761244,50,"1996-03-06",1996,3
"664","Richea continentis",147.163,-36.975,15,"1983-03-15",1983,3
"665","Richea continentis",148.3,-36.2833,1000,"1980-03-21",1980,3
"666","Richea continentis",146.305,-37.842,15,"1998-03-18",1998,3
"667","Richea continentis",146.79,-36.77,300,"2005-03-01",2005,3
"668","Richea continentis",146.7642,-36.7358,100,"2011-03-01",2011,3
"669","Richea continentis",146.2469,-37.7941,15,"1996-03-23",1996,3
"670","Richea continentis",146.7642,-36.7358,100,"2008-03-01",2008,3
"671","Richea continentis",146.7642,-36.7358,100,"2005-03-10",2005,3
"672","Richea continentis",148.32643544,-36.39082392,5,"2013-03-19",2013,3
"673","Richea continentis",146.8,-36.75,10000,"1975-03-20",1975,3
"674","Richea continentis",148.302830972,-36.528204217,5,"2013-03-20",2013,3
"675","Richea continentis",148.223441211,-36.457442217,5,"2013-03-18",2013,3
"676","Richea continentis",148.348814204,-36.358616396,5,"2013-03-19",2013,3
"677","Richea continentis",148.4,-36.32,NA,"1988-03-02",1988,3
"678","Richea continentis",146.2852,-37.8402,15,"1996-03-26",1996,3
"679","Richea continentis",148.2786111111,-36.4958333333,NA,"2020-03-22",2020,3
"680","Richea continentis",148.3,-36.2833,1000,"1980-03-21",1980,3
"681","Richea continentis",148.7855556,-35.6591667,50,"1996-03-06",1996,3
"682","Richea continentis",146.2975,-37.8205,15,"1998-03-17",1998,3
"683","Richea continentis",146.3175,-37.8505,15,"1998-03-18",1998,3
"684","Richea continentis",145.9119,-37.425,1000,"1996-03-15",1996,3
"685","Richea continentis",148.302283781,-36.528877264,5,"2013-03-20",2013,3
"686","Richea continentis",148.3667,-36.5167,10000,"1834-03-05",1834,3
"687","Richea continentis",146.2625,-37.8383,15,"1996-03-19",1996,3
"688","Richea continentis",147.1597,-36.9741,15,"1993-03-04",1993,3
"689","Richea continentis",148.327449267,-36.390776596,5,"2013-03-19",2013,3
"690","Richea continentis",146.2547,-37.7905,15,"1996-03-23",1996,3
"691","Richea continentis",148.3586,-36.4317,50,"2013-03-06",2013,3
"692","Richea continentis",148.7783,-35.5597,1000,"1996-03-07",1996,3
"693","Richea continentis",146.7642,-36.7358,100,"2005-03-10",2005,3
"694","Richea continentis",145.8792,-37.4917,50,"1995-03-21",1995,3
"695","Richea continentis",147.2494,-36.8855,15,"1997-03-22",1997,3
"696","Richea continentis",146.2688,-37.8366,15,"1996-03-25",1996,3
"697","Richea continentis",148.2744,-36.4369,50,"2014-03-13",2014,3
"698","Richea continentis",146.7642,-36.7358,100,"2011-03-01",2011,3
"699","Richea continentis",147.472,-36.818,15,"1995-03-28",1995,3
"700","Richea continentis",148.3586,-36.4317,50,"2013-03-06",2013,3
"701","Richea continentis",148.7856,-35.6592,50,"1996-03-06",1996,3
"702","Richea continentis",147.5272,-36.8008,15,"1995-03-28",1995,3
"703","Richea continentis",147.3363,-36.8541,15,"1981-03-01",1981,3
"704","Richea continentis",148.78,-35.52,5000,"1972-03-21",1972,3
"705","Richea continentis",148.7783,-35.5597,1000,"1996-03-07",1996,3
"706","Richea continentis",148.7833,-35.5667,3000,"1959-03-22",1959,3
"707","Richea continentis",148.343239933,-36.533245677,5,"2013-03-20",2013,3
"708","Richea continentis",148.3583,-36.4306,50,"2009-03-13",2009,3
"709","Richea continentis",146.3022,-37.8386,15,"1998-03-18",1998,3
"710","Richea continentis",148.3206,-36.4294,50,"2010-03-17",2010,3
"711","Richea continentis",146.2766,-37.8308,15,"1998-03-17",1998,3
"712","Richea continentis",148.2744,-36.4369,50,"2014-03-13",2014,3
"713","Richea continentis",148.295807249,-36.414862661,10,"2003-03-04",2003,3
"714","Richea continentis",146.7642,-36.7358,100,"2008-03-01",2008,3
"715","Richea continentis",147.32,-36.89,5,"2015-03-17",2015,3
"716","Richea continentis",146.2761,-37.8416,15,"1996-03-20",1996,3
"717","Richea continentis",147.1747,-36.9966,500,"2006-03-23",2006,3
"718","Richea continentis",148.328055556,-36.432222221,5,"2011-03-31",2011,3
"719","Richea continentis",146.3136,-37.8505,15,"1998-03-18",1998,3
"720","Richea continentis",147.268,-36.882,1000,"1999-03-31",1999,3
"721","Richea continentis",146.2702,-37.8452,15,"1996-03-25",1996,3
"722","Richea continentis",147.268,-36.882,1000,"1999-03-30",1999,3
"723","Richea continentis",147.2463,-36.8811,15,"1997-03-22",1997,3
"724","Richea continentis",148.36,-36.43,100,"2010-03-17",2010,3
"725","Richea continentis",148.2817,-36.4472,100,"2008-03-05",2008,3
"726","Richea continentis",148.22325561,-36.45699339,5,"2013-03-18",2013,3
"727","Richea continentis",146.2547,-37.8005,15,"1996-03-23",1996,3
"728","Richea continentis",148.41090888,-36.4064245,100,"2010-03-31",2010,3
"729","Richea continentis",146.2725,-37.8294,15,"1998-03-17",1998,3
"730","Richea continentis",146.2566,-37.8358,15,"1996-03-18",1996,3
"731","Richea continentis",148.3205556,-36.4294444,100,"2010-03-17",2010,3
"732","Richea continentis",146.7642,-36.7358,100,"2008-03-01",2008,3
"733","Richea continentis",147.2505,-37.0266,15,"1998-03-17",1998,3
"734","Richea continentis",147.2691,-36.8799,20,"2015-03-17",2015,3
"735","Richea continentis",148.413886938,-36.404470988,100,"2013-03-08",2013,3
"736","Richea continentis",148.3,-36.2833,1000,"1980-03-21",1980,3
"737","Richea continentis",147.268,-36.882,1000,"1999-03-31",1999,3
"738","Richea continentis",148.3,-36.2833,1000,"1980-03-21",1980,3
"739","Richea continentis",146.2667,-37.85,10000,"1895-04-01",1895,4
"740","Richea continentis",148.416450278,-36.403765848,100,"1998-04-27",1998,4
"741","Richea continentis",146.2667,-37.85,10000,"1895-04-01",1895,4
"742","Richea continentis",148.2828,-36.4864,NA,"2015-04-13",2015,4
"743","Richea continentis",147.2806,-36.8711,340,"2013-04-11",2013,4
"744","Richea continentis",148.517893304,-35.898450288,1000,"1986-04-11",1986,4
"745","Richea continentis",148.4717,-36.3703,50,"2013-04-02",2013,4
"746","Richea continentis",148.5083333,-35.8916667,50,"1988-04-20",1988,4
"747","Richea continentis",147.9722,-36.7969,15,"1980-04-01",1980,4
"748","Richea continentis",148.2767,-36.5375,200,"2013-04-05",2013,4
"749","Richea continentis",145.8833,-37.4667,1000,"1973-04-08",1973,4
"750","Richea continentis",147.3383,-36.8575,15,"1981-04-01",1981,4
"751","Richea continentis",147.2561,-36.8786,15,"1997-04-09",1997,4
"752","Richea continentis",146.4855,-37.1102,15,"1995-04-30",1995,4
"753","Richea continentis",147.338,-36.859,15,"1981-04-01",1981,4
"754","Richea continentis",148.417573373,-36.404203247,100,"1998-04-28",1998,4
"755","Richea continentis",146.5013,-37.1355,15,"1995-04-29",1995,4
"756","Richea continentis",147.2558,-36.8786,15,"1997-04-10",1997,4
"757","Richea continentis",148.416450278,-36.403765848,100,"1998-04-27",1998,4
"758","Richea continentis",148.2728,-36.4756,50,"2009-04-08",2009,4
"759","Richea continentis",148.2767,-36.5375,200,"2013-04-05",2013,4
"760","Richea continentis",147.268,-36.882,1000,"1999-04-01",1999,4
"761","Richea continentis",147.2586,-36.8858,15,"1997-04-09",1997,4
"762","Richea continentis",148.2728,-36.4756,50,"2009-04-08",2009,4
"763","Richea continentis",147.1347,-36.9791,15,"1997-04-26",1997,4
"764","Richea continentis",148.5167,-35.9,10000,"1986-04-11",1986,4
"765","Richea continentis",146.2,-37.8,50,"2012-04-26",2012,4
"766","Richea continentis",148.430968824,-36.404944931,100,"1998-04-27",1998,4
"767","Richea continentis",146.2661,-37.8264,100,"2012-04-26",2012,4
"768","Richea continentis",148.2728,-36.4756,50,"2009-04-08",2009,4
"769","Richea continentis",147.2783,-36.9177,15,"1981-04-01",1981,4
"770","Richea continentis",148.50955996,-35.89011698,50,"1988-04-20",1988,4
"771","Richea continentis",147.3,-36.866667,1000,"1987-04-18",1987,4
"772","Richea continentis",147.2846825473,-36.8706480658,16,"2020-04-28",2020,4
"773","Richea continentis",148.4656,-36.3861,50,"2013-04-03",2013,4
"774","Richea continentis",148.2967,-36.5019,NA,"2015-04-12",2015,4
"775","Richea continentis",148.5083333,-35.8916667,50,"1988-04-20",1988,4
"776","Richea continentis",146.4858,-37.1083,500,"1995-04-30",1995,4
"777","Richea continentis",147.238,-37.022,15,"2003-04-12",2003,4
"778","Richea continentis",147.2858,-36.8644,15,"1997-04-08",1997,4
"779","Richea continentis",148.4717,-36.3703,50,"2013-04-02",2013,4
"780","Richea continentis",145.8819,-37.4883,1000,"2008-04-11",2008,4
"781","Richea continentis",147.268,-36.882,1000,"1999-04-01",1999,4
"782","Richea continentis",147.2605,-36.8794,15,"1997-04-09",1997,4
"783","Richea continentis",148.52,-35.9,1000,"1986-04-11",1986,4
"784","Richea continentis",148.4656,-36.3861,50,"2013-04-03",2013,4
"785","Richea continentis",146.5002,-37.1261,500,"2007-04-03",2007,4
"786","Richea continentis",147.285,-36.871,340,"2013-04-10",2013,4
"787","Richea continentis",145.8819,-37.4883,1000,"2008-04-11",2008,4
"788","Richea continentis",146.4297,-37.1466,500,"2007-04-03",2007,4
"789","Richea continentis",147.2777,-36.9163,15,"1981-04-01",1981,4
"790","Richea continentis",147.1347,-36.9811,15,"1997-04-26",1997,4
"791","Richea continentis",147.283,-36.865,15,"1997-04-08",1997,4
"792","Richea continentis",146.75,-36.7667,25000,"1910-04-01",1910,4
"793","Richea continentis",148.0636,-36.7358,15,"1980-04-01",1980,4
"794","Richea continentis",146.2727,-37.8447,15,"1998-05-28",1998,5
"795","Richea continentis",146.2897,-37.8361,15,"1996-05-09",1996,5
"796","Richea continentis",148.3370282,-36.4221542,5,"2019-05-09",2019,5
"797","Richea continentis",146.2513,-37.8088,15,"1999-05-28",1999,5
"798","Richea continentis",146.2655,-37.8394,15,"1989-05-17",1989,5
"799","Richea continentis",146.2605,-37.8016,15,"1999-05-04",1999,5
"800","Richea continentis",147.2788,-36.8638,15,"2000-05-19",2000,5
"801","Richea continentis",146.2747,-37.8408,15,"1989-05-18",1989,5
"802","Richea continentis",146.2791,-37.8413,15,"1989-05-19",1989,5
"803","Richea continentis",148.3864191,-36.4160912,5,"2019-05-09",2019,5
"804","Richea continentis",146.251,-37.798,15,"1999-05-04",1999,5
"805","Richea continentis",148.3934636,-36.4249903,5,"2019-05-09",2019,5
"806","Richea continentis",147.2772,-36.8647,15,"2006-05-04",2006,5
"807","Richea continentis",146.2716,-37.8419,15,"1998-05-18",1998,5
"808","Richea continentis",146.4897,-37.1263,15,"1995-05-01",1995,5
"809","Richea continentis",146.258,-37.809,15,"1999-05-28",1999,5
"810","Richea continentis",146.501,-37.115,500,"1995-05-04",1995,5
"811","Richea continentis",146.2883,-37.8341,15,"1998-05-29",1998,5
"812","Richea continentis",146.2502,-37.8286,15,"1996-05-03",1996,5
"813","Richea continentis",146.238,-37.786,15,"1999-05-03",1999,5
"814","Richea continentis",148.290935826,-36.501193936,100,"1998-05-19",1998,5
"815","Richea continentis",146.2,-37.95,10000,"1970-05-12",1970,5
"816","Richea continentis",147.2869,-36.8713,500,"2009-05-27",2009,5
"817","Richea continentis",147.2766,-36.8652,15,"2000-05-19",2000,5
"818","Richea continentis",146.278,-37.842,15,"1989-05-19",1989,5
"819","Richea continentis",146.2502,-37.8286,15,"1996-05-03",1996,5
"820","Richea continentis",148.4112862,-36.4139912,5,"2019-05-09",2019,5
"821","Richea continentis",148.28529442,-36.49764904,100,"1998-05-19",1998,5
"822","Richea continentis",146.2752,-37.8425,15,"1989-05-18",1989,5
"823","Richea continentis",146.2702,-37.8238,15,"1996-05-09",1996,5
"824","Richea continentis",146.2755,-37.8355,15,"1998-05-29",1998,5
"825","Richea continentis",146.2577,-37.7947,15,"1999-05-04",1999,5
"826","Richea continentis",147.288,-36.876,500,"2009-05-27",2009,5
"827","Richea continentis",147.2738,-36.8688,15,"2000-05-19",2000,5
"828","Richea continentis",146.2758,-37.8497,15,"1998-05-28",1998,5
"829","Richea continentis",146.265,-37.807,15,"1999-05-04",1999,5
"830","Richea continentis",148.290935826,-36.501193936,100,"1998-05-19",1998,5
"831","Richea continentis",146.2469,-37.7927,15,"1999-05-04",1999,5
"832","Richea continentis",148.801204427,-35.6651191717,900,"1971-05-19",1971,5
"833","Richea continentis",146.2769,-37.8419,15,"1989-05-19",1989,5
"834","Richea continentis",146.2744,-37.8069,15,"1999-05-04",1999,5
"835","Richea continentis",146.253,-37.827,15,"1996-05-03",1996,5
"836","Richea continentis",146.2769,-37.8252,15,"1996-05-09",1996,5
"837","Richea continentis",148.7833333333,-35.65,NA,"1971-05-19",1971,5
"838","Richea continentis",146.493,-37.115,2000,"1995-05-04",1995,5
"839","Richea continentis",148.290935826,-36.501193936,100,"1998-05-19",1998,5
"840","Richea continentis",146.2727,-37.8413,15,"1989-05-18",1989,5
"841","Richea continentis",146.2697,-37.8436,15,"1989-05-19",1989,5
"842","Richea continentis",146.2855,-37.8283,15,"1996-05-09",1996,5
"843","Richea continentis",146.2547,-37.8358,15,"1996-05-19",1996,5
"844","Richea continentis",148.5616667,-35.9116667,200,"2002-05-20",2002,5
"845","Richea continentis",147.2772,-36.8644,15,"2000-05-19",2000,5
"846","Richea continentis",146.265,-37.838,15,"1989-05-20",1989,5
"847","Richea continentis",146.3125,-37.8513,1000,"1980-05-20",1980,5
"848","Richea continentis",146.2644,-37.8372,15,"1998-05-18",1998,5
"849","Richea continentis",146.2744,-37.8497,15,"1998-05-28",1998,5
"850","Richea continentis",147.2783,-36.8633,15,"1996-06-25",1996,6
"851","Richea continentis",147.2783,-36.8633,15,"1996-06-25",1996,6
"852","Richea continentis",148.281436543,-36.482525104,100,"2018-06-15",2018,6
"853","Richea continentis",148.427109222,-36.387969388,50,"2017-06-21",2017,6
"854","Richea continentis",148.7881,-35.5661,3000,"1961-06-10",1961,6
"855","Richea continentis",146.3113889,-37.8338889,1713,"2019-09-17",2019,9
"856","Richea continentis",148.27,-36.45,2000,"1924-09-01",1924,9
"857","Richea continentis",148.55,-35.65,NA,"1985-09-02",1985,9
"858","Richea continentis",148.267907494,-36.448454682,2000,"1924-09-01",1924,9
"859","Richea continentis",146.768,-36.712,10000,"1987-09-23",1987,9
"860","Richea continentis",147.968,-37.115,500,"1980-10-01",1980,10
